"Owners","LicenseNumber","BusinessName","Status","IssueDate","RenewDate","ExpireDate","HasTelemedicine","PhysicalCity","PhysicalCountry","PhysicalLine1","PhysicalLine2","PhysicalState","PhysicalZip","PhysicalZipPlus","MailingCity","MailingCountry","MailingLine1","MailingLine2","MailingState","MailingZip","MailingZipPlus"
"JOHN  MCCABE",1065037,"OCEANVIEW APARTMENTS","Active",1/11/2018 11:14:56 AM,11/9/2025,12/31/2027,"No","SEWARD","UNITED STATES","604 6TH AVENUE",,"AK","99664",,"ANCHORAGE","UNITED STATES","16208 ESSEX PARK DRIVE",,"AK","99516",
"SHANE  MOLES ",1065041,"OCEANSIDE EXCAVATION","Active",1/2/2018,10/24/2025,12/31/2027,"No","SITKA","UNITED STATES","1810 EDGECUMBE DR",,"AK","99835",,"SITKA","UNITED STATES","1810 EDGECUMBE DR",,"AK","99835",
"MICHAEL HOLLSTEIN",1065043,"ALASKAN CHAGA MAN","Active",1/11/2018 11:41:17 AM,12/30/2025,12/31/2026,"No","ANCHORAGE","UNITED STATES","12841 Silver Spruce Dr",,"AK","99516",,"ANCHORAGE","UNITED STATES","12841 Silver Spruce Dr",,"AK","99516",
"FOUNDATION SERVICES, INC.",1065045,"FOUNDATION SERVICES, INC.","Active",1/11/2018,12/19/2024,12/31/2026,"No","BETHEL","UNITED STATES","225 MAIN ST",,"AK","99559",,"Anchorage","UNITED STATES","PO BOX 233929",,"AK","99523","3929"
"AK CANOE, LLC",1065050,"AK CANOE, LLC","Active",1/11/2018 12:57:55 PM,10/14/2025,12/31/2026,"No","ANCHORAGE","UNITED STATES","2700 MALLARD LANE",,"AK","99508",,"ANCHORAGE","UNITED STATES","2700 MALLARD LANE",,"AK","99508",
"JINRONG LIU",1065053,"QIN SPA","Active",1/11/2018,11/20/2024,12/31/2026,"No","ANCHORAGE","UNITED STATES","607 WEST NORTHERN LIGHTS BLVD #3",,"AK","99503",,"ANCHORAGE","UNITED STATES","607 WEST NORTHERN LIGHTS BLVD #3",,"AK","99503",
"JESSICA  LOWE; JACK  LOWE;",1065063,"INTEGRITY ALASKA REAL ESTATE GROUP","Active",12/28/2017,12/31/2025,12/31/2026,"No","WASILLA","UNITED STATES","9408 W CARMEL RD",,"AK","99623",,"WASILLA","UNITED STATES","9408 W CARMEL RD",,"AK","99623",
"GINA  PELAIA",1065065,"GINA PELAIA REALTOR","Active",12/28/2017,11/3/2025,12/31/2027,"No","Homer","UNITED STATES","4014 Lake St","Ste 220","AK","99603",,"HOMER","UNITED STATES","4014 Lake Street",,"AK","99603",
"CLOUD NINE INVESTMENTS, LLC",1065077,"CLOUD NINE INVESTMENTS, LLC","Active",1/11/2018,12/30/2025,12/31/2026,"No","BIG LAKE","UNITED STATES","14670 W DIANE LANE",,"AK","99652",,"Sanford","UNITED STATES","500 Westover Dr #35774",,"NC","27330",
"WASILLA HIGH SCHOOL BLUE LINERS BOOSTER CLUB, INC.",1065081,"WHS BLUE LINERS BOOSTER CLUB","Active",1/11/2018,11/8/2024,12/31/2026,"No","WASILLA","UNITED STATES","2090 W Kathy Cir. Unit B",,"AK","99654",,"WASILLA","UNITED STATES","PO BOX 870405",,"AK","99687",
"RIAEKT CONSULTING, LLC",1065084,"RIAEKT CONSULTING, LLC","Active",1/11/2018 5:34:26 PM,4/5/2026,12/31/2027,"No","WASILLA","UNITED STATES","6802 S Meyers Cir",,"AK","99623",,"WASILLA","UNITED STATES","PO Box 871370",,"AK","99687",
"CONNECT VETS",1065087,"CONNECT VETS","Active",1/11/2018 8:33:59 PM,10/15/2024,12/31/2026,"No","PALMER","UNITED STATES","9290 E SPRING CREEK CIR",,"AK","99645",,"PALMER","UNITED STATES","PO BOX 171",,"AK","99645",
"WINDSTAR CRUISES MARSHALL ISLANDS, LLC",1065092,"WINDSTAR CRUISES MARSHALL ISLANDS, LLC","Active",1/12/2018,12/26/2025,12/31/2026,"No","Greenwood Village","UNITED STATES","6312 S Fiddlers Green Circle Ste 600N","Ste 210","CO","80111",,"DORALL","UNITED STATES","8400 NW 36TH ST STE 520",,"FL","33166",
"AVALANCHE SNOW & LAWN LLC",1065097,"AVALANCHE SNOW & LAWN LLC","Active",1/12/2018,4/18/2026,12/31/2026,"No","ANCHORAGE","UNITED STATES","1200 WEST DIMOND BLVD SPC 1041",,"AK","99515",,"ANCHORAGE","UNITED STATES","1200 WEST DIMOND BLVD SPC 1041",,"AK","99515",
"BEACH PEOPLE, LLC",1065101,"BEACH PEOPLE, LLC","Active",1/12/2018 10:34:18 AM,12/1/2025,12/31/2027,"No","ANCHORAGE","UNITED STATES","880 H ST, STE 210",,"AK","99501",,"ANCHORAGE","UNITED STATES","880 H ST, STE 210",,"AK","99501",
"THOMAS CAHILL DESIGNS LLC",1065115,"THOMAS CAHILL DESIGNS LLC","Active",1/12/2018,11/29/2024,12/31/2026,"No","DENALI NATIONAL PARK","UNITED STATES","MP 238.5 Parks Hwy",,"AK","99755","0013","DENALI NATIONAL PARK","UNITED STATES","PO BOX 13",,"AK","99755","0013"
"BRIDGET  LUJAN",1065120,"BRIDGET LUJAN, CPA","Active",12/29/2017,12/30/2025,12/31/2026,"No","JUNEAU","UNITED STATES","8800 GLACIER HWY STE 231",,"AK","99801",,"JUNEAU","UNITED STATES","8800 GLACIER HWY STE 231",,"AK","99801",
"GENEVA WOODS EAR NOSE & THROAT ASSOCIATES, INC.",1065132,"GENEVA WOODS EAR NOSE & THROAT ASSOCIATES, INC.","Active",12/28/2017,10/28/2025,12/31/2027,"Yes","ANCHORAGE","UNITED STATES","3730 RHONE CIR STE 203",,"AK","99508",,"ANCHORAGE","UNITED STATES","3730 RHONE CIR STE 203",,"AK","99508",
"JEREMIAH  SULLIVAN",1065139,"TONGASS CHARTERS","Active",1/2/2018,10/22/2025,12/31/2026,"No","KETCHIKAN","UNITED STATES","3955 OLD HOMESTEAD ROAD","9076178477","AK","99901",,"KETCHIKAN","UNITED STATES","3939 BIG ROCK RD",,"AK","99901",
"ALASKAN QUOTA & PERMITS LLC",1065146,"ALASKAN QUOTA & PERMITS LLC","Active",1/12/2018,10/7/2025,12/31/2027,"No","PETERSBURG","UNITED STATES","507 FRAM ST",,"AK","99833",,"PETERSBURG","UNITED STATES","PO BOX 109",,"AK","99833","0109"
"MELISSA  MEADE",1065151,"MJ MEADE PHOTOGRAPHY","Active",1/12/2018 6:58:29 PM,12/27/2024,12/31/2026,"No","ANCHORAGE","UNITED STATES","8003 COUNTRY WOODS DRIVE",,"AK","99502",,"ANCHORAGE","UNITED STATES","8003 COUNTRY WOODS DRIVE",,"AK","99502",
"GOOD BUDS LLC",1065154,"GOOD BUDS LLC","Active",1/12/2018 9:29:36 PM,10/16/2024,12/31/2026,"No","SEWARD","UNITED STATES","11770 SEWARD HIGHWAY","STE 2","AK","99664","0181","Seward","UNITED STATES","11770 Seward Hwy","STE 2","AK","99664","0181"
"WALKER ENTERPRISES LLC",1065159,"WALKER ENTERPRISES LLC","Active",1/13/2018 10:18:34 AM,12/13/2025,12/31/2027,"No","Soldotna","UNITED STATES","34845 Schwalm Rd.",,"AK","99669",,"Soldotna","UNITED STATES","34845 Schwalm Rd",,"AK","99669",
"GREAT NORTHERN RETAIL STORES, INC.",1065163,"GREAT NORTHERN RETAIL STORES, INC.","Active",1/13/2018 11:10:48 AM,1/12/2026,12/31/2026,"No","ANCHORAGE","UNITED STATES","7031 Arctic Blvd. ",,"AK","99518",,"ANCHORAGE","UNITED STATES","645 G STREET","SUITE 100-907","AK","99501",
"KENAI GOLD, LLC",1065178,"KENAI GOLD, LLC","Active",1/13/2018,10/14/2024,12/31/2026,"No","Soldotna","UNITED STATES","35322 Kenai Sour HWY STE A","9075131938","AK","99669",,"NIKISKI","UNITED STATES","PO BOX 8602",,"AK","99611",
"MAGAYR  KNOX",1065182,"AKIMBO","Active",1/14/2018 12:45:49 PM,10/10/2025,12/31/2027,"No","Chugiak","UNITED STATES","22792 Needels Loop","9073517211","AK","99567",,"CHUGIAK","UNITED STATES","PO BOX 671108",,"AK","99567","1108"
"SINCLAIR JACKSON",1065191,"907 TENNIS","Active",1/14/2018 7:02:14 PM,11/26/2024,12/31/2026,"No","Anchorage","UNITED STATES","2300 Homestead Court, 3A",,"AK","99507",,"ANCHORAGE","UNITED STATES","2300 Homestead Ct Apt 3A",,"AK","99507",
"TIMOTHY  PRITCHETT",1065193,"TIM'S PLANTS, PRODUCE AND WORMS","Active",1/14/2018 7:48:19 PM,12/11/2024,12/31/2026,"No","Anchorage","UNITED STATES","4520 E 138th Ave","9075294681","AK","99516","3671","ANCHORAGE","UNITED STATES","4520 E 138TH AVE",,"AK","99516","3671"
"ALPINE ALASKA PIPELINE SYSTEMS LLC",1065217,"ALPINE ALASKA PIPELINE SYSTEMS LLC","Active",1/15/2018 12:37:02 PM,10/15/2025,12/31/2027,"No","Anchorage","UNITED STATES","700 G Street, ATO 2006",,"AK","99501",,"Anchorage","UNITED STATES","700 G Street, ATO 2006",,"AK","99501",
"HIS HERITAGE, INC.",1065218,"NISSI INSURANCE","Active",1/15/2018,12/4/2024,12/31/2026,"No","Anchorage","UNITED STATES","5853 Muirwood Drive",,"AK","99502",,"Anchorage","UNITED STATES","5853 Muirwood Drive",,"AK","99502",
"LAWRENCE  HIRAI; OLIVER  TOVSEN;",1065225,"HUGGY BEAR SUITES","Active",1/15/2018,10/15/2024,12/31/2026,"No","ANCHORAGE","UNITED STATES","2841 SECLUSION BAY DR.",,"AK","99515","2446","ANCHORAGE","UNITED STATES","2841 SECLUSION BAY DR.",,"AK","99515","2446"
"THE BOOKKEEPER INC.",1065247,"THE BOOKKEEPER INC.","Active",1/16/2018 9:08:19 AM,10/30/2025,12/31/2027,"No","UNALASKA","UNITED STATES","361 TRAPPER DRIVE",,"AK","99685","0066","UNALASKA","UNITED STATES","PO BOX 66",,"AK","99685","0066"
"GEORGE  DERRICK",1065249,"AK CYCLE REALTY","Active",1/16/2018,10/7/2025,12/31/2027,"No","ANCHORAGE","UNITED STATES","4803 W 80th Avenue",,"AK","99502",,"ANCHORAGE","UNITED STATES","4803 W 80th Avenue",,"AK","99502",
"MARILYN  MORREY",1065254,"THE GREEN BALLOON","Active",1/16/2018 9:52:17 AM,11/14/2025,12/31/2026,"No","VALDEZ","UNITED STATES","411 PIONEER APT 103",,"AK","99686",,"VALDEZ","UNITED STATES","PO BOX 2165",,"AK","99686",
"COLTON PROPERTIES, LLC",1065266,"COLTON PROPERTIES LLC","Active",1/16/2018 11:14:17 AM,10/28/2025,12/31/2027,"No","ANCHORAGE","UNITED STATES","6300 Andover Cir",,"AK","99516",,"ANCHORAGE","UNITED STATES","PO BOX 111306",,"AK","99511",
"MNM PROPERTY 2, LLC",1065272,"MNM PROPERTY 2, LLC","Active",1/16/2018 12:16:56 PM,10/15/2024,12/31/2026,"No","CHUGIAK","UNITED STATES","19822 GILBERT RD",,"AK","99567","6950","EAGLE RIVER","UNITED STATES","P O BOX 770803",,"AK","99577","9998"
"TALKEETNA CABIN LLC",1065277,"TALKEETNA CABIN LLC","Active",1/16/2018 1:05:10 PM,10/20/2024,12/31/2026,"No","TALKEETNA","UNITED STATES","22137 C St ",,"AK","99676",,"TALKEETNA","UNITED STATES","PO BOX 147",,"AK","99676",
"SEAN BOHANAN",1065288,"BONETWORKS","Active",1/16/2018,10/16/2024,12/31/2026,"No","FAIRBANKS","UNITED STATES","1555 Westwood Way",,"AK","99709",,"FAIRBANKS","UNITED STATES","1555 Westwood Way",,"AK","99709",
"7107 VENTURES, LLC",1065302,"ARCTIC HERBERY","Active",1/16/2018 4:13:12 PM,10/11/2025,12/31/2027,"No","Anchorage","UNITED STATES","7107 Arctic Blvd",,"AK","99518",,"ANCHORAGE","UNITED STATES","7107 ARCTIC BLVD.",,"AK","99518",
"WINDWARD PROPERTIES, LLC",1065305,"WINDWARD PROPERTIES, LLC","Active",1/16/2018 4:32:02 PM,12/22/2025,12/31/2027,"No","PETERSBURG","UNITED STATES","155 Frederick Drive, suite A",,"AK","99833","1965","PETERSBURG","UNITED STATES","P.O. BOX 1965",,"AK","99833","1965"
"ALASKA WILDLIFE ADVENTURES LLC",1065312,"ALASKA WILDLIFE ADVENTURES LLC","Active",1/16/2018 8:33:51 PM,12/12/2024,12/31/2026,"No","ANCHORAGE","UNITED STATES","3229 MILKY WAY CIRCLE",,"AK","99517","1582","ANCHORAGE","UNITED STATES","3229 MILKY WAY CIRCLE",,"AK","99517","1582"
"CALEB  WATSON",1065314,"CALEB ALLEN WATSON","Active",1/16/2018 8:52:51 PM,12/1/2025,12/31/2027,"No","Big lake","UNITED STATES","3486 mills ct.","9078414537","AK","99652",,"Big lake","UNITED STATES","PO Box 520431",,"AK","99652",
"AMERICA  DUKOWITZ",1065316,"AMERICA'S PRECISION PAYROLL","Active",1/16/2018 8:58:49 PM,12/8/2025,12/31/2027,"No","KENAI","UNITED STATES","45837 DRIFT DRIVE",,"AK","99611",,"KENAI","UNITED STATES","PO BOX 3103",,"AK","99611",
"ERIC  SOBOLIK",1065335,"ERIC J. SOBOLIK","Active",1/17/2018,10/5/2025,12/31/2027,"No","ANCHORAGE","UNITED STATES","2917 Illiamna Ave",,"AK","99517",,"ANCHORAGE","UNITED STATES","2917 Illiamna Ave",,"AK","99517",
"EAST HIGH SCHOOL FOOTBALL BOOSTER CLUB",1065336,"EAST HIGH SCHOOL FOOTBALL BOOSTER CLUB","Active",1/17/2018 10:52:09 AM,2/19/2026,12/31/2027,"No","ANCHORAGE","UNITED STATES","4025 E NORTHERN LIGHTS BLVD",,"AK","99508",,"ANCHORAGE","UNITED STATES","PO BOX 141536",,"AK","99514",
"KENAI AVIATION OPERATIONS LLC",1065337,"KENAI AVIATION","Active",1/17/2018 10:57:57 AM,10/20/2025,12/31/2027,"No","KENAI","UNITED STATES","101 NORTH WILLOW STREET",,"AK","99611",,"KENAI","UNITED STATES","101 NORTH WILLOW STREET",,"AK","99611",
"DELKER LAND HOLDINGS, LLC",1065351,"DELKER LAND HOLDINGS LLC","Active",1/17/2018 12:53:30 PM,10/14/2025,12/31/2027,"No","SOLDOTNA","UNITED STATES","47303 Healing Court",,"AK","99669","1760","SOLDOTNA","UNITED STATES","47303 Healing Court",,"AK","99669","1760"
"MAGNUM GUIDE SERVICE, LLC",1065359,"MAGNUM GUIDE SERVICE, LLC","Active",1/17/2018 2:33:53 PM,10/22/2024,12/31/2026,"No","ELDORADO","UNITED STATES","707 N. US HWY 277","3258531555","TX","76936","3555","ELDORADO","UNITED STATES","707 N. US HWY 277","3258531555","TX","76936","3555"
"PROFESSIONAL CENTER ON LAKE OTIS, LLC",1065364,"PROFESSIONAL CENTER ON LAKE OTIS, LLC","Active",1/17/2018,11/21/2025,12/31/2027,"No","ANCHORAGE","UNITED STATES","4100 LAKE OTIS PARKWAY",,"AK","99508",,"ANCHORAGE","UNITED STATES","300 E FIREWEED LN",,"AK","99503",
"ELIZABETH DYKES",1065366,"ELIZABETH DYKES","Active",1/17/2018 3:33:07 PM,12/8/2025,12/31/2026,"No","Anchorage","UNITED STATES","2151 Meander Dr","9072505759","AK","99516",,"ANCHORAGE","UNITED STATES","3801 CENTEPOINT DRIVE","STE 200","AK","99503",
"LYNN  KEOGH",1065377,"KEY-O'S ALASKAN ADVENTURES","Active",1/17/2018 5:51:17 PM,12/16/2024,12/31/2026,"No","Wasilla","UNITED STATES","7120 S Yohn Bay Pl",,"AK","99623",,"Wasilla","UNITED STATES","PO Box 877376",,"AK","99687",
"THE BENCHMARK MANAGEMENT GROUP, LLC",1065384,"BENCHMARK DIAGNOSTICS","Active",1/17/2018 8:28:10 PM,11/20/2025,12/31/2027,"No","Wasilla","UNITED STATES","6649 East Spruce Hen Drive","8287740468","AK","99645",,"Wasilla","UNITED STATES","6649 East Spruce Hen Drive",,"AK","99645",
"TOBY  CAMPBELL",1065387,"BLUE HERON TUTORING","Active",1/17/2018 9:14:20 PM,2/6/2025,12/31/2026,"No","Sitka","UNITED STATES","123 Knutson Dr","9077382684","AK","99835",,"SITKA","UNITED STATES","123 KNUTSON DR",,"AK","99835",
"IPFS CORPORATION",1065396,"IPFS CORPORATION","Active",1/18/2018 6:06:41 AM,10/30/2025,12/31/2026,"No","KANSAS CITY, MO","UNITED STATES","1055 Broadway, 11th Floor","11TH FLOOR","MO","64105",,"KANSAS CITY","UNITED STATES","1055 BROADWAY, 11TH FLOOR",,"MO","64105",
"SOURDOUGH MINING COMPANY, AN ALASKAN RESTAURANT, INC.",1065406,"SOURDOUGH MINING COMPANY, AN ALASKAN RESTAURANT, INC.","Active",1/18/2018,10/21/2025,12/31/2027,"No","ANCHORAGE","UNITED STATES","5227 Old Seward Hwy ",,"AK","99518","1482","ANCHORAGE","UNITED STATES","5227 Old Seward Hwy ",,"AK","99518","1482"
"MCLANE SUNEAST, INC.",1065407,"MCLANE/SOUTHERN CALIFORNIA","Active",1/17/2018,10/16/2025,12/31/2027,"No","SAN BERNARDINO","UNITED STATES","4472 GEORGIA BLVD",,"CA","92407",,"SAN BERNARDINO","UNITED STATES","4472 GEORGIA BLVD",,"CA","92407",
"GWANZHII, LLC",1065409,"RAVEN THREADS","Active",1/18/2018 11:13:57 AM,11/26/2024,12/31/2026,"No","FAIRBANKS","UNITED STATES","1327 HAYES AVE",,"AK","99709",,"FAIRBANKS","UNITED STATES","1327 HAYES AVE",,"AK","99709",
"STEPHANIE TROSVIG",1065411,"KODIAK SAFARIS","Active",1/18/2018 12:11:17 PM,11/30/2025,12/31/2026,"No","Kodiak","UNITED STATES","513 Mozart Circle",,"AK","99615",,"Kodiak","UNITED STATES","PO Box 1032",,"AK","99615",
"DALE  BAGLEY",1065412,"DALE L BAGLEY","Active",1/2/2018,12/12/2025,12/31/2027,"No","SOLDOTNA","UNITED STATES","47294 PROGRESS CT #A",,"AK","99669",,"SOLDOTNA","UNITED STATES","47294 PROGRESS CT #A",,"AK","99669",
"MINTER CONSTRUCTION LLC",1065421,"MINTER CONSTRUCTION LLC","Active",1/4/2018,1/22/2025,12/31/2026,"No","CHUGIAK","UNITED STATES","22945 GREEN GARDEN DR",,"AK","99567",,"CHUGIAK","UNITED STATES","PO BOX 670745",,"AK","99567",
"INLET PHARMACY GROUP INC.",1065423,"SOLDOTNA PROFESSIONAL PHARMACY","Active",1/8/2018,11/10/2025,12/31/2027,"No","SOLDOTNA","UNITED STATES","299 N BINKLEY ST",,"AK","99669",,"BELLINGHAM","UNITED STATES","1313 E MAPLE ST STE 682",,"WA","98225",
"CRITICAL BUSINESS ANALYSIS, INC.",1065424,"CRITICAL BUSINESS ANALYSIS, INC.","Active",1/18/2018 11:55:49 AM,10/23/2025,12/31/2027,"No","PERRYSBURG","UNITED STATES","133 W 2ND ST","4198740800","OH","43551","4800","PERRYSBURG","UNITED STATES","133 W 2ND ST",,"OH","43551","4800"
"THE RIDGE, LLC",1065425,"THE RIDGE, LLC","Active",1/18/2018 12:06:48 PM,1/28/2026,12/31/2027,"No","WASILLA","UNITED STATES","4351 E. Bogard Rd.",,"AK","99654","2170","WASILLA","UNITED STATES","2499 N SEWARD MERIDIAN PKWY",,"AK","99654","2170"
"STELLAR CHARTERS LLC",1065426,"STELLAR CHARTERS LLC","Active",1/18/2018 12:16:26 PM,2/5/2026,12/31/2027,"No","Waterport","UNITED STATES","13720 Kendrick Rd",,"NY","14571",,"Waterport","UNITED STATES","13720 Kendrick Rd",,"NY","14571",
"B. MERRY STUDIO, INC.",1065428,"B. MERRY STUDIO, INC.","Active",1/18/2018,12/13/2024,12/31/2026,"No","Anchorage","UNITED STATES","5603 Dorbrandt Street",,"AK","99518",,"ANCHORAGE","UNITED STATES","5603 DORBRANDT STREET",,"AK","99518",
"GREAT NORTHERN RETAIL STORES, INC.",1065429,"GREAT NORTHERN CANNABIS","Active",1/18/2018 12:49:26 PM,1/12/2026,12/31/2026,"No","ANCHORAGE","UNITED STATES","541 W. 4th Avenue",,"AK","99501",,"ANCHORAGE","UNITED STATES","645 G STREET","SUITE 100-907","AK","99501",
"WILLDAN FINANCIAL SERVICES, INC.",1065433,"WILLDAN FINANCIAL SERVICES","Active",1/4/2018,9/9/2025,12/31/2026,"No","Temecula","UNITED STATES","27368 Via Industria, Suite 200","9515873500","CA","92590",,"TEMECULA","UNITED STATES","27368 VIA INDUSTRIA STE 200",,"CA","92590",
"CHARLES  BAGG",1065438,"CHARLIE BAGG","Active",1/3/2018,1/13/2026,12/31/2026,"No","ANCHORAGE","UNITED STATES","1400 W Benson Blvd, Suite 370",,"AK","99503",,"ANCHORAGE","UNITED STATES","1400 W Benson Blvd, Suite 370",,"AK","99503",
"ARWIN  PRIEST",1065440,"ARWIN PRIEST, P.E., P. ENG.","Active",1/3/2018,12/28/2024,12/31/2026,"No","HIGHLANDS RANCH","UNITED STATES","242 MOUNTAIN CLOUD CIR",,"CO","80126",,"HIGHLANDS RANCH","UNITED STATES","242 MOUNTAIN CLOUD CIR",,"CO","80126",
"THE HEALTH CARE COST MANAGEMENT CORPORATION OF ALASKA",1065450,"THE PACIFIC HEALTH COALITION","Active",1/18/2018,12/14/2025,12/31/2027,"No","ANCHORAGE","UNITED STATES","111 WEST 16TH AVE STE 203","Suite 300","AK","99501",,"ANCHORAGE","UNITED STATES","111 WEST 16TH AVE STE 203",,"AK","99501",
"HAPPY TAILS, INC",1065455,"MIDNIGHT SUN ANIMAL HOSPITAL AND EMERGENCY CARE","Active",1/18/2018,12/26/2025,12/31/2027,"Yes","ANCHORAGE","UNITED STATES","2545 E. TUDOR RD",,"AK","99507",,"ANCHORAGE","UNITED STATES","2545 E. TUDOR RD",,"AK","99507",
"NORTECH, INC.",1065457,"ARCTOS ALASKA","Active",1/18/2018 3:44:05 PM,12/4/2025,12/31/2027,"No","Anchorage","UNITED STATES","3105 Lakeshore Drive","Suite A106","AK","99517","2815","Fairbanks","UNITED STATES","2400 College Road",,"AK","99709","3754"
"HOYT SUSAN",1065480,"NOWHERE ALASKA RENTALS","Active",1/18/2018 9:18:11 PM,10/8/2025,12/31/2027,"No","KETCHIKAN","UNITED STATES","7565 SOUTH TONGASS HWY",,"AK","99901",,"KETCHIKAN","UNITED STATES","7565 SOUTH TONGASS HWY",,"AK","99901",
"AK, INC.",1065495,"FAIRVIEW MARKETPLACE","Active",1/19/2018 10:25:32 AM,10/14/2025,12/31/2026,"No","WASILLA","UNITED STATES","5100 E. FIREWEED RD.",,"CA","99654",,"UPLAND","UNITED STATES","1450 N. BENSON AVE.",,"CA","91786",
"JEFFREY  THIMSEN; JONATHAN HARVEY;",1065503,"LAKE OTIS CAR WASH II","Active",1/19/2018 11:32:51 AM,11/24/2025,12/31/2027,"No","ANCHORAGE","UNITED STATES","8710 LAKE OTIS PARKWAY",,"AK","99507",,"ANCHORAGE","UNITED STATES","9940 SPRING HILL DR.",,"AK","99507",
"ABC PREGNANCY CARE CENTER",1065514,"ABC LIFE CHOICES","Active",1/19/2018 12:53:25 PM,10/9/2025,12/31/2027,"No","Kenai","UNITED STATES","501 Frontage Rd",,"AK","99611","7700","KENAI","UNITED STATES","501 FRONTAGE ROAD",,"AK","99611","7700"
"KUNA ENGINEERING, LLC",1065523,"KUNA ENGINEERING, LLC","Active",1/5/2018,12/26/2025,12/31/2027,"No","ANCHORAGE","UNITED STATES","4041 B STREET",,"AK","99503",,"ANCHORAGE","UNITED STATES","909 W 9TH AVE",,"AK","99501",
"LH CONTRACTING, LLC",1065524,"LH CONTRACTING, LLC","Active",1/5/2018,11/20/2025,12/31/2027,"No","Anchorage","UNITED STATES","3750 HUFFMAN RD",,"AK","99516",,"ANCHORAGE","UNITED STATES","3750 HUFFMAN RD",,"AK","99516",
"MARC  BARRY",1065527,"MARC BARRY, SE PE","Active",1/5/2018,10/14/2025,12/31/2027,"No","ROGERS ","UNITED STATES","860 WILDFLOWER LN",,"AR","72756",,"ROGERS","UNITED STATES","PO BOX 617",,"AR","72757","0617"
"MARY B. COX REAL ESTATE, INC.",1065529,"MARY B. COX REAL ESTATE, INC.","Active",1/5/2018,10/8/2025,12/31/2027,"No","Anchorage","UNITED STATES","3350 Midtown Place # 100","","AK","99503",,"Anchorage, AK 99503","UNITED STATES","3350 Midtown Place Suite #100","","AK","99503",
"Shannon L Post Inc",1065531,"SHANNON L. POST INC.","Active",1/19/2018 3:15:26 PM,10/6/2025,12/31/2026,"No","Talkeetna","UNITED STATES","21951 South Easy Street",,"AK","99676",,"Talkeetna","UNITED STATES","PO Box 1274",,"AK","99676",
"NATIVE VILLAGE OF CHITINA",1065533,"NATIVE VILLAGE OF CHITINA","Active",1/5/2018,10/25/2024,12/31/2026,"No","CHITINA","UNITED STATES","MILE 34.5 EDGERTON HWY",,"AK","99566",,"CHITINA","UNITED STATES","PO BOX 31",,"AK","99566",
"AMUR EQUIPMENT FINANCE, INC",1065535,"AMUR EQUIPMENT FINANCE, INC","Active",1/4/2018,10/23/2025,12/31/2026,"No","Grand Island","UNITED STATES","304 W 3rd St",,"NE","68801",,"GRAND ISLAND","UNITED STATES","PO BOX 2555",,"NE","68802",
"TCL ESTATES, LLC",1065539,"TCL ESTATES","Active",1/5/2018,12/31/2024,12/31/2026,"No","KETCHIKAN","UNITED STATES","5825 FALL CT",,"AK","99901",,"KETCHIKAN","UNITED STATES","PO BOX 23260",,"AK","99901",
"ALASKA AMETHYST HEALING ARTS, LLC",1065546,"ALASKA AMETHYST HEALING ARTS, LLC","Active",1/5/2018,12/31/2025,12/31/2027,"No","Fairbanks","UNITED STATES","626 2nd street, 201A","9074607770","AK","99701",,"FAIRBANKS","UNITED STATES","PO BOX 60357",,"AK","99706",
"GWENYTH GALLAGHER",1065558,"KUSPUKS BY GWENYTH","Active",1/20/2018 12:54:09 PM,10/28/2025,12/31/2027,"No","SEWARD","UNITED STATES","12375 KING ARTHUR DR",,"AK","99664",,"TUCSON","UNITED STATES","6261 N NOEL LN",,"AZ","85743",
"ROB INGSTAD LICENSES, LLC",1065562,"ROB INGSTAD LICENSES, LLC","Active",1/20/2018 3:48:41 PM,11/13/2025,12/31/2027,"No","FAIRBANKS","UNITED STATES","529 5TH AVENUE","SUITE 200","AK","99701",,"FAIRBANKS","UNITED STATES","529 5TH AVENUE","SUITE 200","AK","99701",
"TOR INGSTAD LICENSES, LLC",1065564,"TOR INGSTAD LICENSES, LLC","Active",1/20/2018 3:59:25 PM,11/13/2025,12/31/2027,"No","FAIRBANKS","UNITED STATES","529 5TH AVENUE, SUITE 200",,"AK","99701",,"FAIRBANKS","UNITED STATES","529 5TH AVENUE, SUITE 200",,"AK","99701",
"DIGITAL AVIONICS, INC.",1065576,"NORTH PACIFIC EXPEDITIONS","Active",1/21/2018 12:22:08 PM,12/31/2025,12/31/2026,"No","Mukilteo","UNITED STATES","6230 Harbour Heights Pkwy",,"WA","98275",,"MUKITEO","UNITED STATES","6230 HARBOUR HEIGHTS PARKWAY",,"WA","98275",
"KARLSON LLC",1065578,"KARLSON LLC","Active",1/21/2018 12:52:43 PM,12/4/2025,12/31/2027,"No","Ketchikan","UNITED STATES","345 Ohlson Ln","9072256919","AK","99901",,"WARD COVE","UNITED STATES","P.O. BOX 1299",,"AK","99928",
"JOSHUA  BREGE",1065582,"FLYING PENGUIN","Active",1/21/2018 2:38:34 PM,10/5/2025,12/31/2027,"No","HOMER","UNITED STATES","1641 HILLSIDE PL ",,"AK","99603","8319","HOMER","UNITED STATES","PO BOX 854",,"AK","99603",
"MICHIHIRO KONNO",1065596,"AURORA HUSKY CO.","Active",1/22/2018 1:01:24 AM,12/10/2024,12/31/2026,"No","WILLOW","UNITED STATES","69152 South Parks Highway","Mile 80.3     99688","AK","99688",,"WILLOW","UNITED STATES","HC89  BOX260",,"AK","99688",
